,file,time_step,step,luck_skill,score,skill_luck_rating,molexy,mole_x,mole_y,rel_x,rel_y,distance
624,harada.log,20323.0,206.0,0.8,4.0,0.68,119366.0,119.0,366.0,4.0,-11.5,12.175795661885921
625,harada.log,20434.0,207.0,0.8,4.0,0.68,119366.0,119.0,366.0,-4.0,13.5,14.080127840328723
626,harada.log,20522.0,208.0,0.8,4.0,0.68,179169.0,179.0,169.0,7.0,-4.5,8.32165848854662
627,harada.log,20651.0,209.0,0.8,4.0,0.68,119366.0,119.0,366.0,-14.0,8.5,16.3783393541592
628,harada.log,20761.0,210.0,0.8,4.0,0.68,9543.0,95.0,43.0,-4.0,-21.5,21.86892772862904
629,harada.log,20871.0,211.0,0.8,4.0,0.27,404479.0,404.0,479.0,-3.0,-15.5,15.787653403846944
630,harada.log,21009.0,212.0,0.8,4.0,0.27,9543.0,95.0,43.0,7.0,-2.5,7.433034373659253
631,harada.log,21126.0,213.0,0.8,4.0,0.27,9543.0,95.0,43.0,1.0,5.5,5.5901699437494745
632,harada.log,21221.0,214.0,0.8,4.0,0.27,381295.0,381.0,295.0,2.0,-5.5,5.852349955359813
633,harada.log,21287.0,215.0,0.8,8.0,0.1666,381295.0,381.0,295.0,3.0,3.5,4.6097722286464435
634,harada.log,21415.0,216.0,0.8,8.0,0.1666,60311.0,603.0,11.0,-7.0,2.5,7.433034373659253
635,harada.log,21540.0,217.0,0.8,8.0,0.1666,658232.0,658.0,232.0,0.0,-6.5,6.5
636,harada.log,21645.0,218.0,0.8,8.0,0.1666,179169.0,179.0,169.0,6.0,-8.5,10.404326023342406
637,harada.log,21720.0,219.0,0.8,8.0,0.1666,60311.0,603.0,11.0,2.0,3.5,4.031128874149275
638,harada.log,21815.0,220.0,0.8,7.0,0.085,381295.0,381.0,295.0,-2.0,-5.5,5.852349955359813
639,harada.log,21892.0,221.0,0.8,7.0,0.085,636366.0,636.0,366.0,-12.0,9.5,15.305227865013967
640,harada.log,22069.0,222.0,0.8,7.0,0.085,179169.0,179.0,169.0,-12.0,5.5,13.200378782444085
641,harada.log,22120.0,223.0,0.8,7.0,0.085,464119.0,464.0,119.0,-16.0,18.5,24.45914961727002
642,harada.log,22176.0,224.0,0.8,7.0,0.085,404479.0,404.0,479.0,-24.0,-1.5,24.046829312822098
643,harada.log,22226.0,225.0,0.8,7.0,0.085,464119.0,464.0,119.0,-3.0,-0.5,3.0413812651491097
644,harada.log,22285.0,226.0,0.8,7.0,0.085,636366.0,636.0,366.0,5.0,8.5,9.86154146165801
645,harada.log,22366.0,227.0,0.8,7.0,0.085,464119.0,464.0,119.0,-1.0,1.5,1.8027756377319946
646,harada.log,22445.0,228.0,0.8,7.0,0.085,119366.0,119.0,366.0,-2.0,-4.5,4.924428900898052
647,harada.log,22501.0,229.0,0.8,7.0,0.085,636366.0,636.0,366.0,-7.0,7.5,10.259142264341596
648,harada.log,22575.0,230.0,0.8,7.0,0.085,119366.0,119.0,366.0,-14.0,1.5,14.080127840328723
649,harada.log,22651.0,231.0,0.8,7.0,0.085,60311.0,603.0,11.0,-491.0,36.5,492.3548009311984
650,harada.log,22707.0,232.0,0.8,7.0,0.085,60311.0,603.0,11.0,-16.0,7.5,17.67059704707229
651,harada.log,22779.0,233.0,0.8,7.0,0.085,60311.0,603.0,11.0,-2.0,2.5,3.2015621187164243
652,harada.log,22845.0,234.0,0.8,7.0,0.085,9543.0,95.0,43.0,-5.0,15.5,16.28649747490233
653,harada.log,22916.0,235.0,0.8,7.0,0.085,179169.0,179.0,169.0,7.0,-7.5,10.259142264341596
654,harada.log,22975.0,236.0,0.8,7.0,0.085,381295.0,381.0,295.0,2.0,0.5,2.0615528128088303
655,harada.log,23034.0,237.0,0.8,6.0,0.0783,119366.0,119.0,366.0,-10.0,4.5,10.965856099730654
656,harada.log,23118.0,238.0,0.8,6.0,0.1033,404479.0,404.0,479.0,-9.0,-3.5,9.656603957913983
657,harada.log,23230.0,239.0,0.8,6.0,0.1033,636366.0,636.0,366.0,7.0,4.5,8.32165848854662
658,harada.log,23309.0,240.0,0.8,6.0,0.1033,119366.0,119.0,366.0,20.0,6.5,21.02974084481309
659,harada.log,23408.0,241.0,0.8,6.0,0.1033,658232.0,658.0,232.0,-6.0,2.5,6.5
660,harada.log,23482.0,242.0,0.8,6.0,0.1033,404479.0,404.0,479.0,-7.0,-9.5,11.800423721205947
661,harada.log,23583.0,243.0,0.8,6.0,0.1033,179169.0,179.0,169.0,-3.0,4.5,5.408326913195984
662,harada.log,23659.0,244.0,0.8,6.0,0.1033,636366.0,636.0,366.0,-3.0,15.5,15.787653403846944
663,harada.log,23772.0,245.0,0.8,6.0,0.1033,636366.0,636.0,366.0,-1.0,15.5,15.532224567009067
664,harada.log,23884.0,246.0,0.8,6.0,0.1033,404479.0,404.0,479.0,-12.0,11.5,16.62077013859466
665,harada.log,23972.0,247.0,0.8,6.0,0.1033,404479.0,404.0,479.0,4.0,2.5,4.716990566028302
666,harada.log,24089.0,248.0,0.8,6.0,0.1033,9543.0,95.0,43.0,10.0,18.5,21.02974084481309
667,harada.log,24184.0,249.0,0.8,6.0,0.1033,636366.0,636.0,366.0,4.0,4.5,6.020797289396148
668,harada.log,24260.0,250.0,0.8,6.0,0.2066,658232.0,658.0,232.0,-6.0,-6.5,8.845903006477066
669,harada.log,24371.0,251.0,0.8,7.0,0.7233,381295.0,381.0,295.0,-4.0,-6.5,7.632168761236874
670,harada.log,24489.0,252.0,0.8,7.0,0.7233,9543.0,95.0,43.0,4.0,-7.5,8.5
671,harada.log,24598.0,253.0,0.8,7.0,0.7233,60311.0,603.0,11.0,1.0,-3.5,3.640054944640259
672,harada.log,24705.0,254.0,0.8,7.0,0.7233,404479.0,404.0,479.0,-5.0,-11.5,12.539936203984453
673,harada.log,24798.0,255.0,0.8,7.0,0.7233,464119.0,464.0,119.0,-3.0,18.5,18.741664813991314
674,harada.log,24883.0,256.0,0.8,7.0,0.7233,119366.0,119.0,366.0,-2.0,-6.5,6.800735254367722
675,harada.log,24975.0,257.0,0.8,7.0,0.7233,60311.0,603.0,11.0,-3.0,6.5,7.158910531638177
676,harada.log,25080.0,258.0,0.8,7.0,0.7233,119366.0,119.0,366.0,-2.0,4.5,4.924428900898052
677,harada.log,25180.0,259.0,0.8,7.0,0.7233,9543.0,95.0,43.0,-11.0,0.5,11.01135777277262
678,harada.log,25282.0,260.0,0.8,7.0,0.7233,404479.0,404.0,479.0,6.0,0.5,6.020797289396148
679,harada.log,25385.0,261.0,0.8,7.0,0.7233,119366.0,119.0,366.0,2.0,-4.5,4.924428900898052
680,harada.log,25452.0,262.0,0.8,5.0,0.555,464119.0,464.0,119.0,-10.0,8.5,13.124404748406688
681,harada.log,25547.0,263.0,0.8,5.0,0.555,9543.0,95.0,43.0,-1.0,12.5,12.539936203984453
682,harada.log,25597.0,264.0,0.8,4.0,0.8833,464119.0,464.0,119.0,5.0,4.5,6.726812023536855
683,harada.log,25703.0,265.0,0.8,4.0,0.8833,404479.0,404.0,479.0,-22.0,14.5,26.348624252510795
684,harada.log,25833.0,266.0,0.8,4.0,0.8833,9543.0,95.0,43.0,560.0,205.5,596.5150878225965
685,harada.log,25926.0,267.0,0.8,4.0,0.8833,9543.0,95.0,43.0,11.0,4.5,11.884864324004713
686,harada.log,26033.0,268.0,0.8,4.0,0.8833,381295.0,381.0,295.0,-13.0,-11.5,17.356554957709783
687,harada.log,26131.0,269.0,0.8,4.0,0.8833,636366.0,636.0,366.0,-8.0,4.5,9.17877987534291
688,harada.log,26256.0,270.0,0.8,4.0,0.8833,381295.0,381.0,295.0,-13.0,15.5,20.22992832414391
689,harada.log,26353.0,271.0,0.8,4.0,0.8833,404479.0,404.0,479.0,-8.0,-0.5,8.0156097709407
690,harada.log,26449.0,272.0,0.8,4.0,0.8833,381295.0,381.0,295.0,-5.0,8.5,9.86154146165801
691,harada.log,26502.0,273.0,0.8,9.0,0.0733,179169.0,179.0,169.0,0.0,-6.5,6.5
692,harada.log,26598.0,274.0,0.8,9.0,0.0733,464119.0,464.0,119.0,-3.0,1.5,3.3541019662496847
693,harada.log,26676.0,275.0,0.8,9.0,0.0733,404479.0,404.0,479.0,-2.0,3.5,4.031128874149275
694,harada.log,26752.0,276.0,0.8,9.0,0.0733,9543.0,95.0,43.0,-7.0,-5.5,8.902246907382429
695,harada.log,26885.0,277.0,0.8,9.0,0.0733,119366.0,119.0,366.0,-4.0,1.5,4.272001872658765
696,harada.log,26980.0,278.0,0.8,9.0,0.0733,464119.0,464.0,119.0,-10.0,3.5,10.594810050208546
697,harada.log,27066.0,279.0,0.8,9.0,0.0733,464119.0,464.0,119.0,-4.0,-1.5,4.272001872658765
698,harada.log,27154.0,280.0,0.8,9.0,0.0733,9543.0,95.0,43.0,-4.0,-5.5,6.800735254367722
699,harada.log,27281.0,281.0,0.8,9.0,0.0733,658232.0,658.0,232.0,-16.0,-1.5,16.070158679988197
700,harada.log,27386.0,282.0,0.8,9.0,0.0733,636366.0,636.0,366.0,-4.0,12.5,13.124404748406688
701,harada.log,27459.0,283.0,0.8,9.0,0.0733,381295.0,381.0,295.0,-2.0,7.5,7.762087348130012
702,harada.log,27563.0,284.0,0.8,9.0,0.0733,60311.0,603.0,11.0,-6.0,8.5,10.404326023342406
703,harada.log,27641.0,285.0,0.8,4.0,0.85,464119.0,464.0,119.0,-5.0,7.5,9.013878188659973
704,harada.log,27740.0,286.0,0.8,4.0,0.85,9543.0,95.0,43.0,-4.0,19.5,19.90602923739438
705,harada.log,27816.0,287.0,0.8,9.0,0.0666,179169.0,179.0,169.0,-1.0,-13.5,13.536986370680884
706,harada.log,27956.0,288.0,0.8,9.0,0.0666,404479.0,404.0,479.0,-8.0,1.5,8.139410298049853
707,harada.log,28049.0,289.0,0.8,9.0,0.0666,9543.0,95.0,43.0,5.0,19.5,20.130822139197395
708,harada.log,28135.0,290.0,0.8,9.0,0.0666,636366.0,636.0,366.0,-1.0,-6.5,6.576473218982953
709,harada.log,28214.0,291.0,0.8,9.0,0.0666,60311.0,603.0,11.0,19.0,4.5,19.525624189766635
710,harada.log,28306.0,292.0,0.8,9.0,0.0666,404479.0,404.0,479.0,0.0,6.5,6.5
711,harada.log,28408.0,293.0,0.8,9.0,0.0666,179169.0,179.0,169.0,-16.0,-0.5,16.00781059358212
712,harada.log,28510.0,294.0,0.8,9.0,0.0666,179169.0,179.0,169.0,-9.0,0.5,9.013878188659973
713,harada.log,28616.0,295.0,0.8,9.0,0.0666,636366.0,636.0,366.0,-1.0,11.5,11.543396380615196
714,harada.log,28742.0,296.0,0.8,9.0,0.0666,404479.0,404.0,479.0,198.0,-464.5,504.9398479026982
715,harada.log,28804.0,297.0,0.8,9.0,0.0666,404479.0,404.0,479.0,-4.0,-0.5,4.031128874149275
716,harada.log,28876.0,298.0,0.8,9.0,0.0666,119366.0,119.0,366.0,11.0,0.5,11.01135777277262
717,harada.log,28970.0,299.0,0.8,9.0,0.0666,9543.0,95.0,43.0,2.0,14.5,14.637281168304447
718,harada.log,29061.0,300.0,0.8,9.0,0.0666,404479.0,404.0,479.0,4.0,-2.5,4.716990566028302
719,harada.log,29158.0,301.0,0.8,9.0,0.0666,119366.0,119.0,366.0,-17.0,5.5,17.867568385205637
720,harada.log,29293.0,302.0,0.8,9.0,0.0666,404479.0,404.0,479.0,-5.0,5.5,7.433034373659253
721,harada.log,29372.0,303.0,0.8,9.0,0.0666,636366.0,636.0,366.0,-4.0,7.5,8.5
722,harada.log,29466.0,304.0,0.8,9.0,0.0666,9543.0,95.0,43.0,-7.0,15.5,17.00735135169495
723,harada.log,29564.0,305.0,0.8,9.0,0.0666,119366.0,119.0,366.0,-3.0,1.5,3.3541019662496847
724,harada.log,29676.0,306.0,0.8,9.0,0.0666,658232.0,658.0,232.0,5.0,1.5,5.220153254455275
725,harada.log,29777.0,307.0,0.8,9.0,0.0666,464119.0,464.0,119.0,1.0,5.5,5.5901699437494745
726,harada.log,29861.0,308.0,0.8,9.0,0.0666,179169.0,179.0,169.0,-2.0,3.5,4.031128874149275
727,harada.log,29944.0,309.0,0.8,9.0,0.0666,60311.0,603.0,11.0,-7.0,13.5,15.20690632574555
728,harada.log,30072.0,310.0,0.8,9.0,0.0666,636366.0,636.0,366.0,-9.0,6.5,11.10180165558726
729,harada.log,30170.0,311.0,0.8,9.0,0.0666,179169.0,179.0,169.0,-4.0,1.5,4.272001872658765
730,harada.log,30275.0,312.0,0.8,9.0,0.0666,60311.0,603.0,11.0,-7.0,10.5,12.619429464123963
731,harada.log,30352.0,313.0,0.8,1.0,0.0466,658232.0,658.0,232.0,-6.0,-4.5,7.5
732,harada.log,30493.0,314.0,0.8,1.0,0.0466,636366.0,636.0,366.0,-3.0,-9.5,9.962429422585638
733,harada.log,30612.0,315.0,0.8,1.0,0.0466,179169.0,179.0,169.0,-1.0,2.5,2.692582403567252
734,harada.log,30695.0,316.0,0.8,1.0,0.575,119366.0,119.0,366.0,-10.0,2.5,10.307764064044152
735,harada.log,30809.0,317.0,0.8,1.0,0.1666,464119.0,464.0,119.0,15.0,-7.5,16.77050983124842
736,harada.log,30905.0,318.0,0.8,1.0,0.1666,658232.0,658.0,232.0,2.0,4.5,4.924428900898052
737,harada.log,30998.0,319.0,0.8,1.0,0.1666,119366.0,119.0,366.0,-10.0,-1.5,10.111874208078342
738,harada.log,31078.0,320.0,0.8,1.0,0.1666,381295.0,381.0,295.0,-10.0,9.5,13.793114224133722
739,harada.log,31153.0,321.0,0.8,1.0,0.1666,179169.0,179.0,169.0,2.0,5.5,5.852349955359813
740,harada.log,31236.0,322.0,0.8,1.0,0.1666,404479.0,404.0,479.0,-7.0,-1.5,7.158910531638177
741,harada.log,31356.0,323.0,0.8,1.0,0.1666,658232.0,658.0,232.0,1.0,0.5,1.118033988749895
742,harada.log,31466.0,324.0,0.8,1.0,0.1666,179169.0,179.0,169.0,-1.0,-7.5,7.566372975210778
743,harada.log,31550.0,325.0,0.8,1.0,0.1666,404479.0,404.0,479.0,-4.0,3.5,5.315072906367325
744,harada.log,31651.0,326.0,0.8,1.0,0.1666,179169.0,179.0,169.0,-2.0,6.5,6.800735254367722
745,harada.log,31759.0,327.0,0.8,1.0,0.1666,381295.0,381.0,295.0,-9.0,4.5,10.062305898749054
746,harada.log,31839.0,328.0,0.8,1.0,0.1666,404479.0,404.0,479.0,-9.0,-11.5,14.603081866510234
747,harada.log,31948.0,329.0,0.8,1.0,0.1666,60311.0,603.0,11.0,5.0,-4.5,6.726812023536855
748,harada.log,32044.0,330.0,0.8,1.0,0.1666,60311.0,603.0,11.0,1.0,8.5,8.558621384311845
749,harada.log,32122.0,331.0,0.8,1.0,0.1666,636366.0,636.0,366.0,3.0,12.5,12.854960132182441
750,harada.log,32220.0,332.0,0.8,1.0,0.1666,9543.0,95.0,43.0,-5.0,9.5,10.735455276791944
751,harada.log,32301.0,333.0,0.8,1.0,0.1666,658232.0,658.0,232.0,-14.0,-0.5,14.0089257261219
752,harada.log,32413.0,334.0,0.8,1.0,0.1666,60311.0,603.0,11.0,-5.0,1.5,5.220153254455275
753,harada.log,32504.0,335.0,0.8,1.0,0.8933,179169.0,179.0,169.0,-5.0,4.5,6.726812023536855
754,harada.log,32633.0,336.0,0.8,1.0,0.8933,464119.0,464.0,119.0,1.0,-10.5,10.547511554864494
755,harada.log,32730.0,337.0,0.8,1.0,0.8933,60311.0,603.0,11.0,10.0,4.5,10.965856099730654
756,harada.log,32819.0,338.0,0.8,1.0,0.8933,9543.0,95.0,43.0,-2.0,-1.5,2.5
757,harada.log,32937.0,339.0,0.8,1.0,0.8933,381295.0,381.0,295.0,0.0,5.5,5.5
758,harada.log,33009.0,340.0,0.8,9.0,0.0733,404479.0,404.0,479.0,-3.0,-4.5,5.408326913195984
759,harada.log,33114.0,341.0,0.8,9.0,0.0733,636366.0,636.0,366.0,0.0,14.5,14.5
760,harada.log,33184.0,342.0,0.8,9.0,0.0733,60311.0,603.0,11.0,-3.0,5.5,6.264982043070834
761,harada.log,33307.0,343.0,0.8,9.0,0.0733,9543.0,95.0,43.0,0.0,3.5,3.5
762,harada.log,33397.0,344.0,0.8,9.0,0.0733,636366.0,636.0,366.0,0.0,-1.5,1.5
763,harada.log,33507.0,345.0,0.8,9.0,0.0733,464119.0,464.0,119.0,-7.0,3.5,7.826237921249264
764,harada.log,33633.0,346.0,0.8,9.0,0.0733,464119.0,464.0,119.0,-11.0,-1.5,11.10180165558726
765,harada.log,33749.0,347.0,0.8,9.0,0.0733,9543.0,95.0,43.0,-8.0,1.5,8.139410298049853
766,harada.log,33852.0,348.0,0.8,9.0,0.0733,119366.0,119.0,366.0,-8.0,8.5,11.672617529928752
767,harada.log,33928.0,349.0,0.8,8.0,0.575,119366.0,119.0,366.0,3.0,1.5,3.3541019662496847
768,harada.log,34038.0,350.0,0.8,8.0,0.575,60311.0,603.0,11.0,8.0,2.5,8.381527307120106
769,harada.log,34150.0,351.0,0.8,8.0,0.575,119366.0,119.0,366.0,-15.0,1.5,15.074813431681335
770,harada.log,34273.0,352.0,0.8,8.0,0.575,60311.0,603.0,11.0,8.0,12.5,14.84082207965583
771,harada.log,34397.0,353.0,0.8,8.0,0.575,636366.0,636.0,366.0,-5.0,2.5,5.5901699437494745
772,harada.log,34508.0,354.0,0.8,8.0,0.575,658232.0,658.0,232.0,-9.0,5.5,10.547511554864494
773,harada.log,34618.0,355.0,0.8,8.0,0.575,9543.0,95.0,43.0,3.0,1.5,3.3541019662496847
774,harada.log,34715.0,356.0,0.8,8.0,0.575,464119.0,464.0,119.0,-4.0,0.5,4.031128874149275
775,harada.log,34815.0,357.0,0.8,8.0,0.575,119366.0,119.0,366.0,5.0,-4.5,6.726812023536855
776,harada.log,34888.0,358.0,0.8,8.0,0.575,636366.0,636.0,366.0,-4.0,13.5,14.080127840328723
777,harada.log,35018.0,359.0,0.8,8.0,0.575,60311.0,603.0,11.0,-6.0,3.5,6.946221994724902
778,harada.log,35113.0,360.0,0.8,8.0,0.575,404479.0,404.0,479.0,-6.0,11.5,12.971121771072847
779,harada.log,35178.0,361.0,0.8,8.0,0.575,381295.0,381.0,295.0,2.0,6.5,6.800735254367722
780,harada.log,35278.0,362.0,0.8,8.0,0.575,404479.0,404.0,479.0,-9.0,3.5,9.656603957913983
781,harada.log,35375.0,363.0,0.8,8.0,0.575,464119.0,464.0,119.0,-2.0,9.5,9.7082439194738
782,harada.log,35481.0,364.0,0.8,8.0,0.575,636366.0,636.0,366.0,-10.0,-1.5,10.111874208078342
783,harada.log,35551.0,365.0,0.8,8.0,0.575,381295.0,381.0,295.0,-5.0,9.5,10.735455276791944
784,harada.log,35640.0,366.0,0.8,8.0,0.575,60311.0,603.0,11.0,24.0,-3.5,24.253865671269807
785,harada.log,35740.0,367.0,0.8,8.0,0.575,404479.0,404.0,479.0,4.0,-12.5,13.124404748406688
786,harada.log,35843.0,368.0,0.8,8.0,0.575,119366.0,119.0,366.0,5.0,-5.5,7.433034373659253
787,harada.log,35945.0,369.0,0.8,8.0,0.575,179169.0,179.0,169.0,-4.0,11.5,12.175795661885921
788,harada.log,36066.0,370.0,0.8,8.0,0.575,179169.0,179.0,169.0,-5.0,14.5,15.337861650177967
789,harada.log,36188.0,371.0,0.8,8.0,0.575,404479.0,404.0,479.0,-2.0,1.5,2.5
790,harada.log,36248.0,372.0,0.8,5.0,0.7,381295.0,381.0,295.0,1.0,-0.5,1.118033988749895
791,harada.log,36358.0,373.0,0.8,1.0,0.64,658232.0,658.0,232.0,-13.0,-0.5,13.009611831257688
792,harada.log,36435.0,374.0,0.8,9.0,0.655,464119.0,464.0,119.0,0.0,4.5,4.5
793,harada.log,36551.0,375.0,0.8,9.0,0.655,119366.0,119.0,366.0,-21.0,1.5,21.0535032714273
794,harada.log,36673.0,376.0,0.8,9.0,0.655,60311.0,603.0,11.0,-25.0,7.5,26.100766272276374
795,harada.log,36804.0,377.0,0.8,9.0,0.655,119366.0,119.0,366.0,-12.0,3.5,12.5
796,harada.log,36900.0,378.0,0.8,1.0,0.9516,464119.0,464.0,119.0,-6.0,0.5,6.020797289396148
797,harada.log,37012.0,379.0,0.8,1.0,0.9516,119366.0,119.0,366.0,-7.0,1.5,7.158910531638177
798,harada.log,37072.0,380.0,0.19,1.0,0.03,464119.0,464.0,119.0,-6.0,-0.5,6.020797289396148
799,harada.log,37199.0,381.0,0.19,1.0,0.03,60311.0,603.0,11.0,3.0,0.5,3.0413812651491097
800,harada.log,37278.0,382.0,0.19,1.0,0.03,381295.0,381.0,295.0,-7.0,-0.5,7.0178344238090995
801,harada.log,37343.0,383.0,0.19,1.0,0.03,179169.0,179.0,169.0,-4.0,-0.5,4.031128874149275
802,harada.log,37410.0,384.0,0.19,1.0,0.03,381295.0,381.0,295.0,4.0,-11.5,12.175795661885921
803,harada.log,37502.0,385.0,0.19,1.0,0.03,658232.0,658.0,232.0,2.0,0.5,2.0615528128088303
804,harada.log,37601.0,386.0,0.19,1.0,0.03,119366.0,119.0,366.0,-11.0,11.5,15.913830462839549
805,harada.log,37702.0,387.0,0.19,1.0,0.03,9543.0,95.0,43.0,-7.0,1.5,7.158910531638177
806,harada.log,37784.0,388.0,0.19,2.0,0.9466,658232.0,658.0,232.0,-2.0,-1.5,2.5
807,harada.log,37878.0,389.0,0.19,2.0,0.9466,404479.0,404.0,479.0,-8.0,4.5,9.17877987534291
808,harada.log,37970.0,390.0,0.19,2.0,0.9466,658232.0,658.0,232.0,-4.0,12.5,13.124404748406688
809,harada.log,38047.0,391.0,0.19,2.0,0.9466,636366.0,636.0,366.0,-26.0,-353.5,354.4548631349272
810,harada.log,38163.0,392.0,0.19,2.0,0.9466,636366.0,636.0,366.0,-7.0,6.5,9.5524865872714
811,harada.log,38256.0,393.0,0.19,1.0,0.0566,179169.0,179.0,169.0,-2.0,2.5,3.2015621187164243
812,harada.log,38359.0,394.0,0.19,1.0,0.0566,658232.0,658.0,232.0,-1.0,7.5,7.566372975210778
813,harada.log,38490.0,395.0,0.19,1.0,0.0566,9543.0,95.0,43.0,0.0,-0.5,0.5
814,harada.log,38556.0,396.0,0.19,1.0,0.0566,9543.0,95.0,43.0,5.0,7.5,9.013878188659973
815,harada.log,38658.0,397.0,0.19,1.0,0.0566,119366.0,119.0,366.0,-2.0,1.5,2.5
816,harada.log,38756.0,398.0,0.19,1.0,0.0566,636366.0,636.0,366.0,4.0,-2.5,4.716990566028302
817,harada.log,38850.0,399.0,0.19,1.0,0.0566,636366.0,636.0,366.0,-2.0,3.5,4.031128874149275
818,harada.log,38933.0,400.0,0.19,9.0,0.065,179169.0,179.0,169.0,-5.0,-3.5,6.103277807866851
819,harada.log,39035.0,401.0,0.19,9.0,0.065,119366.0,119.0,366.0,-12.0,-3.5,12.5
820,harada.log,39115.0,402.0,0.19,9.0,0.065,464119.0,464.0,119.0,-4.0,-2.5,4.716990566028302
821,harada.log,39170.0,403.0,0.19,9.0,0.065,381295.0,381.0,295.0,3.0,-3.5,4.6097722286464435
822,harada.log,39256.0,404.0,0.19,9.0,0.065,658232.0,658.0,232.0,-1.0,11.5,11.543396380615196
823,harada.log,39343.0,405.0,0.19,9.0,0.065,381295.0,381.0,295.0,-7.0,7.5,10.259142264341596
824,harada.log,39411.0,406.0,0.19,9.0,0.065,636366.0,636.0,366.0,-9.0,6.5,11.10180165558726
825,harada.log,39533.0,407.0,0.19,9.0,0.065,9543.0,95.0,43.0,2.0,-6.5,6.800735254367722
826,harada.log,39657.0,408.0,0.19,9.0,0.065,179169.0,179.0,169.0,-3.0,4.5,5.408326913195984
827,harada.log,39750.0,409.0,0.19,9.0,0.065,9543.0,95.0,43.0,-4.0,-6.5,7.632168761236874
828,harada.log,39858.0,410.0,0.19,9.0,0.065,60311.0,603.0,11.0,8.0,3.5,8.73212459828649
829,harada.log,39974.0,411.0,0.19,9.0,0.065,60311.0,603.0,11.0,7.0,4.5,8.32165848854662
830,harada.log,40058.0,412.0,0.19,5.0,0.0366,464119.0,464.0,119.0,-5.0,6.5,8.200609733428363
831,harada.log,40145.0,413.0,0.19,6.0,0.315,381295.0,381.0,295.0,4.0,-9.5,10.307764064044152
832,harada.log,40256.0,414.0,0.19,6.0,0.315,119366.0,119.0,366.0,-11.0,0.5,11.01135777277262
833,harada.log,40349.0,415.0,0.19,6.0,0.315,404479.0,404.0,479.0,0.0,-4.5,4.5
834,harada.log,40424.0,416.0,0.19,6.0,0.315,636366.0,636.0,366.0,-11.0,-3.5,11.543396380615196
835,harada.log,40519.0,417.0,0.19,6.0,0.315,464119.0,464.0,119.0,0.0,5.5,5.5
836,harada.log,40540.0,418.0,0.19,6.0,0.315,464119.0,464.0,119.0,0.0,7.5,7.5
837,harada.log,40585.0,419.0,0.19,6.0,0.315,658232.0,658.0,232.0,7.0,6.5,9.5524865872714
838,harada.log,40682.0,420.0,0.19,6.0,0.315,9543.0,95.0,43.0,-19.0,21.5,28.692333470807146
839,harada.log,40784.0,421.0,0.19,6.0,0.315,658232.0,658.0,232.0,-3.0,9.5,9.962429422585638
840,harada.log,40869.0,422.0,0.19,6.0,0.315,179169.0,179.0,169.0,-8.0,-5.5,9.7082439194738
841,harada.log,40977.0,423.0,0.19,6.0,0.315,404479.0,404.0,479.0,-10.0,-10.5,14.5
842,harada.log,41086.0,424.0,0.19,6.0,0.315,658232.0,658.0,232.0,-9.0,12.5,15.402921800749363
843,harada.log,41186.0,425.0,0.19,6.0,0.315,9543.0,95.0,43.0,-3.0,9.5,9.962429422585638
844,harada.log,41282.0,426.0,0.19,6.0,0.315,9543.0,95.0,43.0,-7.0,-12.5,14.326548781894402
845,harada.log,41409.0,427.0,0.19,6.0,0.315,179169.0,179.0,169.0,1.0,2.5,2.692582403567252
846,harada.log,41503.0,428.0,0.19,6.0,0.315,658232.0,658.0,232.0,-4.0,6.5,7.632168761236874
847,harada.log,41589.0,429.0,0.19,6.0,0.315,381295.0,381.0,295.0,-5.0,4.5,6.726812023536855
848,harada.log,41667.0,430.0,0.19,6.0,0.315,119366.0,119.0,366.0,485.0,-362.5,605.5008257632685
849,harada.log,41773.0,431.0,0.19,6.0,0.315,119366.0,119.0,366.0,-2.0,-0.5,2.0615528128088303
850,harada.log,41878.0,432.0,0.19,6.0,0.315,179169.0,179.0,169.0,-10.0,1.5,10.111874208078342
851,harada.log,41984.0,433.0,0.19,6.0,0.315,658232.0,658.0,232.0,-1.0,4.5,4.6097722286464435
852,harada.log,42073.0,434.0,0.19,6.0,0.315,60311.0,603.0,11.0,-3.0,2.5,3.905124837953327
853,harada.log,42161.0,435.0,0.19,8.0,0.07,464119.0,464.0,119.0,-4.0,0.5,4.031128874149275
854,harada.log,42266.0,436.0,0.19,4.0,0.085,658232.0,658.0,232.0,15.0,-4.5,15.660459763365825
855,harada.log,42381.0,437.0,0.19,4.0,0.085,60311.0,603.0,11.0,-2.0,4.5,4.924428900898052
856,harada.log,42493.0,438.0,0.19,4.0,0.085,119366.0,119.0,366.0,5.0,5.5,7.433034373659253
857,harada.log,42579.0,439.0,0.19,4.0,0.085,658232.0,658.0,232.0,-6.0,21.5,22.321514285549714
858,harada.log,42723.0,440.0,0.19,4.0,0.085,9543.0,95.0,43.0,-3.0,4.5,5.408326913195984
859,harada.log,42807.0,441.0,0.19,4.0,0.085,381295.0,381.0,295.0,-9.0,8.5,12.379418403139947
860,harada.log,42905.0,442.0,0.19,4.0,0.085,60311.0,603.0,11.0,-3.0,-9.5,9.962429422585638
861,harada.log,43015.0,443.0,0.19,4.0,0.085,179169.0,179.0,169.0,-4.0,-1.5,4.272001872658765
862,harada.log,43090.0,444.0,0.19,4.0,0.085,636366.0,636.0,366.0,-6.0,-0.5,6.020797289396148
