2019-07-18 09:17:27,315 - BDM-WAM 1563437846.0017154 - INFO - <Event(17-VideoExpose {})>
2019-07-18 09:17:31,130 - BDM-WAM 1563437846.0017154 - INFO - <Event(16-VideoResize {'size': (800, 600), 'w': 800, 'h': 600})>
2019-07-18 09:17:31,130 - BDM-WAM 1563437846.0017154 - INFO - <Event(1-ActiveEvent {'gain': 0, 'state': 1})>
2019-07-18 09:17:31,130 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (573, 599), 'rel': (574, 600), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:31,273 - BDM-WAM 1563437846.0017154 - INFO - <Event(3-KeyUp {'key': 99, 'mod': 0, 'scancode': 46, 'window': None})>
2019-07-18 09:17:32,236 - BDM-WAM 1563437846.0017154 - INFO - <Event(1-ActiveEvent {'gain': 1, 'state': 1})>
2019-07-18 09:17:32,236 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (608, 590), 'rel': (35, -9), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,253 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (616, 557), 'rel': (8, -33), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,270 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (616, 520), 'rel': (0, -37), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,286 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (607, 497), 'rel': (-9, -23), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,303 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (578, 469), 'rel': (-29, -28), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,320 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (545, 444), 'rel': (-33, -25), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,337 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (509, 419), 'rel': (-36, -25), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,354 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (471, 393), 'rel': (-38, -26), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,370 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (436, 371), 'rel': (-35, -22), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,397 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (397, 346), 'rel': (-39, -25), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,403 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (390, 342), 'rel': (-7, -4), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,420 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (381, 335), 'rel': (-9, -7), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,436 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (376, 330), 'rel': (-5, -5), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,454 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (371, 324), 'rel': (-5, -6), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,470 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (366, 319), 'rel': (-5, -5), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,487 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (361, 315), 'rel': (-5, -4), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,513 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (356, 307), 'rel': (-5, -8), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,519 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (355, 306), 'rel': (-1, -1), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,536 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (352, 300), 'rel': (-3, -6), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,552 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (350, 296), 'rel': (-2, -4), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,568 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (348, 290), 'rel': (-2, -6), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,584 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (347, 282), 'rel': (-1, -8), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,600 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (343, 269), 'rel': (-4, -13), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,626 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (331, 245), 'rel': (-12, -24), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,638 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (324, 237), 'rel': (-7, -8), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,655 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (311, 226), 'rel': (-13, -11), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,672 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (298, 219), 'rel': (-13, -7), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,688 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (289, 216), 'rel': (-9, -3), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,704 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (282, 216), 'rel': (-7, 0), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,721 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (277, 217), 'rel': (-5, 1), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,737 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (273, 219), 'rel': (-4, 2), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:17:32,754 - BDM-WAM 1563437846.0017154 - INFO - <Event(4-MouseMotion {'pos': (271, 222), 'rel': (-2, 3), 'buttons': (0, 0, 0), 'window': None})>
