2019-07-17 15:32:20,400 - BDM-WAM 1563373937.8903182 - INFO - <Event(17-VideoExpose {})>
2019-07-17 15:32:22,664 - BDM-WAM 1563373937.8903182 - INFO - <Event(16-VideoResize {'size': (800, 600), 'w': 800, 'h': 600})>
2019-07-17 15:32:22,664 - BDM-WAM 1563373937.8903182 - INFO - <Event(1-ActiveEvent {'gain': 0, 'state': 1})>
2019-07-17 15:32:22,665 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (301, 376), 'rel': (302, 377), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:22,666 - BDM-WAM 1563373937.8903182 - INFO - <Event(1-ActiveEvent {'gain': 1, 'state': 1})>
2019-07-17 15:32:22,674 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (301, 377), 'rel': (0, 1), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:22,805 - BDM-WAM 1563373937.8903182 - INFO - <Event(3-KeyUp {'key': 99, 'mod': 0, 'scancode': 46, 'window': None})>
2019-07-17 15:32:23,736 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (481, 342), 'rel': (-3, -5), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:23,752 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (463, 327), 'rel': (-18, -15), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:23,769 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (417, 311), 'rel': (-46, -16), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:23,789 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (346, 307), 'rel': (-71, -4), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:23,804 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (305, 316), 'rel': (-41, 9), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:23,820 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (275, 324), 'rel': (-30, 8), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:23,836 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (254, 334), 'rel': (-21, 10), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:23,852 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (237, 339), 'rel': (-17, 5), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:23,873 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (224, 343), 'rel': (-13, 4), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:23,891 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (213, 346), 'rel': (-11, 3), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:23,904 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (209, 347), 'rel': (-4, 1), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:23,920 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (207, 347), 'rel': (-2, 0), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:23,985 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (203, 347), 'rel': (-4, 0), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:23,988 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (202, 347), 'rel': (-1, 0), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:24,022 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (200, 348), 'rel': (-2, 1), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:24,094 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (191, 371), 'rel': (-9, 23), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:24,116 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (190, 376), 'rel': (-1, 5), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:24,135 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (188, 383), 'rel': (-2, 7), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 15:32:24,226 - BDM-WAM 1563373937.8903182 - INFO - <Event(5-MouseButtonDown {'pos': (185, 391), 'button': 1, 'window': None})>
2019-07-17 15:32:24,228 - BDM-WAM 1563373937.8903182 - INFO - <Event(9.2-Fake Miss {'pos': (185,392), 'window': None})>
2019-07-17 15:32:24,229 - BDM-WAM 1563373937.8903182 - INFO - <Event(4-MouseMotion {'pos': (185, 392), 'rel': (0, 1), 'buttons': (1, 0, 0), 'window': None})>
2019-07-17 15:32:24,339 - BDM-WAM 1563373937.8903182 - INFO - <Event(6-MouseButtonUp {'pos': (185, 392), 'button': 1, 'window': None})>
