2019-07-18 08:14:04,630 - BDM-WAM 1563434040.883808 - INFO - <Event(17-VideoExpose {})>
2019-07-18 08:14:05,636 - BDM-WAM 1563434040.883808 - INFO - <Event(16-VideoResize {'size': (800, 600), 'w': 800, 'h': 600})>
2019-07-18 08:14:05,637 - BDM-WAM 1563434040.883808 - INFO - <Event(1-ActiveEvent {'gain': 0, 'state': 1})>
2019-07-18 08:14:05,637 - BDM-WAM 1563434040.883808 - INFO - <Event(4-MouseMotion {'pos': (427, 373), 'rel': (428, 374), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 08:14:05,637 - BDM-WAM 1563434040.883808 - INFO - <Event(1-ActiveEvent {'gain': 1, 'state': 1})>
2019-07-18 08:14:05,638 - BDM-WAM 1563434040.883808 - INFO - <Event(4-MouseMotion {'pos': (375, 340), 'rel': (-52, -33), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 08:14:05,782 - BDM-WAM 1563434040.883808 - INFO - <Event(3-KeyUp {'key': 99, 'mod': 0, 'scancode': 46, 'window': None})>
2019-07-18 08:14:05,998 - BDM-WAM 1563434040.883808 - INFO - <Event(4-MouseMotion {'pos': (377, 339), 'rel': (0, -2), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 08:14:06,016 - BDM-WAM 1563434040.883808 - INFO - <Event(4-MouseMotion {'pos': (377, 337), 'rel': (0, -2), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 08:14:06,032 - BDM-WAM 1563434040.883808 - INFO - <Event(4-MouseMotion {'pos': (377, 334), 'rel': (0, -3), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 08:14:06,049 - BDM-WAM 1563434040.883808 - INFO - <Event(4-MouseMotion {'pos': (377, 330), 'rel': (0, -4), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 08:14:06,066 - BDM-WAM 1563434040.883808 - INFO - <Event(4-MouseMotion {'pos': (377, 327), 'rel': (0, -3), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 08:14:06,083 - BDM-WAM 1563434040.883808 - INFO - <Event(4-MouseMotion {'pos': (377, 323), 'rel': (0, -4), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 08:14:06,099 - BDM-WAM 1563434040.883808 - INFO - <Event(4-MouseMotion {'pos': (377, 321), 'rel': (0, -2), 'buttons': (0, 0, 0), 'window': None})>
