2019-07-17 12:37:32,393 - BDM-WAM 1563363452.3738673 - INFO - <Event(17-VideoExpose {})>
2019-07-17 12:37:33,803 - BDM-WAM 1563363452.3738673 - INFO - <Event(16-VideoResize {'size': (800, 600), 'w': 800, 'h': 600})>
2019-07-17 12:37:33,804 - BDM-WAM 1563363452.3738673 - INFO - <Event(1-ActiveEvent {'gain': 0, 'state': 1})>
2019-07-17 12:37:33,804 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (426, 251), 'rel': (427, 252), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:33,805 - BDM-WAM 1563363452.3738673 - INFO - <Event(1-ActiveEvent {'gain': 1, 'state': 1})>
2019-07-17 12:37:33,814 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (476, 280), 'rel': (50, 29), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:33,929 - BDM-WAM 1563363452.3738673 - INFO - <Event(3-KeyUp {'key': 99, 'mod': 0, 'scancode': 46, 'window': None})>
2019-07-17 12:37:34,819 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (480, 213), 'rel': (-41, -37), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:34,836 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (441, 157), 'rel': (-39, -56), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:34,852 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (422, 105), 'rel': (-19, -52), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:34,868 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (418, 81), 'rel': (-4, -24), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:34,887 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (420, 52), 'rel': (2, -29), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:34,903 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (425, 41), 'rel': (5, -11), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:34,944 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (454, 21), 'rel': (29, -20), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:34,963 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (482, 25), 'rel': (28, 4), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:34,978 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (494, 33), 'rel': (12, 8), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:34,995 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (498, 38), 'rel': (4, 5), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:35,011 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (504, 48), 'rel': (6, 10), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:35,060 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (500, 99), 'rel': (-4, 51), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:35,078 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (476, 130), 'rel': (-24, 31), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:35,095 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (426, 164), 'rel': (-50, 34), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:35,112 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (352, 193), 'rel': (-74, 29), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:35,127 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (271, 205), 'rel': (-81, 12), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:35,165 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (59, 160), 'rel': (-212, -45), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:35,201 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (0, 105), 'rel': (-59, -55), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:35,209 - BDM-WAM 1563363452.3738673 - INFO - <Event(1-ActiveEvent {'gain': 0, 'state': 1})>
2019-07-17 12:37:35,473 - BDM-WAM 1563363452.3738673 - INFO - <Event(1-ActiveEvent {'gain': 1, 'state': 1})>
2019-07-17 12:37:35,474 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (54, 117), 'rel': (54, 12), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:35,490 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (114, 140), 'rel': (60, 23), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:35,506 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (188, 166), 'rel': (74, 26), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:35,524 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (276, 204), 'rel': (88, 38), 'buttons': (0, 0, 0), 'window': None})>
2019-07-17 12:37:35,540 - BDM-WAM 1563363452.3738673 - INFO - <Event(4-MouseMotion {'pos': (329, 220), 'rel': (53, 16), 'buttons': (0, 0, 0), 'window': None})>
