2020-01-21 19:59:19,349 - BDM-WAM 1579636759.2384624 - INFO - <Event(17-VideoExpose {})>
2020-01-21 19:59:20,485 - BDM-WAM 1579636759.2384624 - INFO - <Event(16-VideoResize {'size': (1424, 700), 'w': 1424, 'h': 700})>
2020-01-21 19:59:20,485 - BDM-WAM 1579636759.2384624 - INFO - <Event(1-ActiveEvent {'gain': 0, 'state': 1})>
2020-01-21 19:59:20,485 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (723, 698), 'rel': (724, 699), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,486 - BDM-WAM 1579636759.2384624 - INFO - <Event(1-ActiveEvent {'gain': 1, 'state': 1})>
2020-01-21 19:59:20,494 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (723, 699), 'rel': (0, 1), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,495 - BDM-WAM 1579636759.2384624 - INFO - <Event(1-ActiveEvent {'gain': 0, 'state': 1})>
2020-01-21 19:59:20,520 - BDM-WAM 1579636759.2384624 - INFO - <Event(10-MoleUp) {'loc': (658,232)})>
2020-01-21 19:59:20,546 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (553, 470), 'rel': (9, -41), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,548 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (554, 468), 'rel': (1, -2), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,564 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (557, 464), 'rel': (3, -4), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,582 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (557, 463), 'rel': (0, -1), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,599 - BDM-WAM 1579636759.2384624 - INFO - <Event(3-KeyUp {'key': 99, 'mod': 0, 'scancode': 46, 'window': None})>
2020-01-21 19:59:20,720 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (562, 465), 'rel': (5, 2), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,754 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (573, 475), 'rel': (11, 10), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,757 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (575, 476), 'rel': (2, 1), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,773 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (576, 478), 'rel': (1, 2), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,790 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (577, 478), 'rel': (1, 0), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,824 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (579, 478), 'rel': (2, 0), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,841 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (580, 478), 'rel': (1, 0), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,860 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (583, 477), 'rel': (3, -1), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,881 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (614, 459), 'rel': (31, -18), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,893 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (628, 443), 'rel': (14, -16), 'buttons': (0, 0, 0), 'window': None})>
2020-01-21 19:59:20,911 - BDM-WAM 1579636759.2384624 - INFO - <Event(4-MouseMotion {'pos': (637, 427), 'rel': (9, -16), 'buttons': (0, 0, 0), 'window': None})>
