2019-07-18 09:06:38,194 - BDM-WAM 1563437196.9424868 - INFO - <Event(17-VideoExpose {})>
2019-07-18 09:06:39,248 - BDM-WAM 1563437196.9424868 - INFO - <Event(16-VideoResize {'size': (800, 600), 'w': 800, 'h': 600})>
2019-07-18 09:06:39,249 - BDM-WAM 1563437196.9424868 - INFO - <Event(1-ActiveEvent {'gain': 0, 'state': 1})>
2019-07-18 09:06:39,249 - BDM-WAM 1563437196.9424868 - INFO - <Event(4-MouseMotion {'pos': (184, 587), 'rel': (185, 588), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:06:39,249 - BDM-WAM 1563437196.9424868 - INFO - <Event(1-ActiveEvent {'gain': 1, 'state': 1})>
2019-07-18 09:06:39,257 - BDM-WAM 1563437196.9424868 - INFO - <Event(4-MouseMotion {'pos': (282, 442), 'rel': (98, -145), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:06:39,407 - BDM-WAM 1563437196.9424868 - INFO - <Event(3-KeyUp {'key': 99, 'mod': 0, 'scancode': 46, 'window': None})>
2019-07-18 09:06:39,541 - BDM-WAM 1563437196.9424868 - INFO - <Event(4-MouseMotion {'pos': (303, 394), 'rel': (1, 0), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:06:39,557 - BDM-WAM 1563437196.9424868 - INFO - <Event(4-MouseMotion {'pos': (306, 394), 'rel': (3, 0), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:06:39,573 - BDM-WAM 1563437196.9424868 - INFO - <Event(4-MouseMotion {'pos': (310, 393), 'rel': (4, -1), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:06:39,590 - BDM-WAM 1563437196.9424868 - INFO - <Event(4-MouseMotion {'pos': (317, 392), 'rel': (7, -1), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:06:39,606 - BDM-WAM 1563437196.9424868 - INFO - <Event(4-MouseMotion {'pos': (325, 391), 'rel': (8, -1), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:06:39,622 - BDM-WAM 1563437196.9424868 - INFO - <Event(4-MouseMotion {'pos': (333, 390), 'rel': (8, -1), 'buttons': (0, 0, 0), 'window': None})>
2019-07-18 09:06:39,642 - BDM-WAM 1563437196.9424868 - INFO - <Event(4-MouseMotion {'pos': (342, 390), 'rel': (9, 0), 'buttons': (0, 0, 0), 'window': None})>
